4781
.cn	I2
释迦牟尼（佛陀）	I4427
里努斯·米歇尔斯	I4428
里德学院	I4429
里昂·斯科特·肯尼迪	I4430
里昂·瓦尔拉斯	I4431
重农学派	I4432
重子不对称性	I4433
重定向	I4434
重工业	I4435
重庆谈判（中国共产党同国民党政府在重庆进行和平谈判）	I4436
重庆（中华人民共和国直辖市）	I4437
重点大学	I4438
重点调查	I4439
重生（dota中骷髅王的第四技能）	I4440
重症急性呼吸综合征	I4441
量产（计算机术语）	I4442
量化分析	I4443
量子	I4444
量子光学	I4445
量子力学（物理学理论）	I4446
量子场论	I4447
量子密钥分发	I4448
量子引力理论	I4449
量子态	I4450
量子态隐形传输	I4451
量子数	I4452
量子物理	I4453
量子理论（物理学理论）	I4454
量子计算机	I4455
量子通讯	I4456
金匮要略	I4457
金字塔（古埃及金字塔）	I4458
金属元素	I4459
金属核	I4460
金属矿产	I4461
金属键	I4462
金属（常见物质）	I4463
金庸武侠小说	I4464
金星（中国舞蹈家、脱口秀主持人）	I4465
金朝（中国历史朝代）	I4466
金水	I4467
金砖国家	I4468
金纳	I4469
金融业	I4470
金融危机（金融学术语）	I4471
金融商品	I4472
金融政策	I4473
金融经济学（经济学分支学科）	I4474
金镞	I4475
金门（苏州城门）	I4476
针孔	I4477
针灸	I4478
针灸甲乙经	I4479
针灸科	I4480
针灸穴位	I4481
钓鱼岛（中华人民共和国东海固有群岛）	I4482
钠	I4483
钠离子	I4484
钢琴家（欧洲2002年罗曼·波兰斯基执导电影）	I4485
钱乙	I4486
钻石与水悖论	I4487
铁器时代（人类历史时期）	I4488
铜人腧穴针灸图经	I4489
铜管乐器（吹奏乐器）	I4490
银晕	I4491
银条	I4492
银河系	I4493
链表	I4494
锐力表	I4495
错误（基础含义）	I4496
锦屏极深地下暗物质实验室	I4497
键值	I4498
长城（中国古代第一军事工程）	I4499
长征（历史事件）	I4500
长期均衡	I4501
长江三峡（瞿塘峡，巫峡和西陵峡三段峡谷的总称）	I4502
长江（世界第三长河，亚洲第一长河）	I4503
门诺派	I4504
问卷	I4505
问责制	I4506
阮籍	I4507
防空识别区	I4508
阳性结果	I4509
阳明病	I4510
阴阳五行学说	I4511
阴阳家（先秦时期的诸子百家学派之一）	I4512
阴阳平衡	I4513
阴阳调和	I4514
阿伏伽德罗常量	I4515
阿伦·艾弗森	I4516
阿佩尔	I4517
阿列夫数	I4518
阿利斯塔克	I4519
阿卡贝拉	I4520
阿基米德（古希腊哲学家、数学家、物理学家）	I4521
阿多诺（德国哲学家）	I4522
阿富汗伊斯兰共和国	I4523
阿尔伯特·爱因斯坦	I4524
阿尔伯特·班杜拉	I4525
阿尔伯特·艾利斯	I4526
阿尔弗雷德·诺思·怀特黑德	I4527
阿尔弗雷德·贝恩哈德·诺贝尔	I4528
阿尔弗雷德·阿德勒	I4529
阿尔弗雷德·马歇尔（英国近代经济学家）	I4530
阿尔托大学	I4531
阿尔比昂	I4532
阿尔蒙德	I4533
阿拉伯乳香	I4534
阿拉伯医学	I4535
阿拉伯国家	I4536
阿拉伯帝国（阿拉伯人建立的国家）	I4537
阿拉伯文	I4538
阿拉伯民族主义	I4539
阿拉伯（地区）	I4540
阿曼（罗马尼亚画家）	I4541
阿根廷（阿根廷共和国）	I4542
阿特拉斯（希腊神话人物）	I4543
阿贝尔奖	I4544
阿那克萨戈拉	I4545
阿那克西曼德	I4546
阿里斯托芬	I4547
阿隆佐·邱奇	I4548
阿魏	I4549
附加值	I4550
陈云（伟大的无产阶级革命家、政治家）	I4551
陈修园	I4552
陈光兴	I4553
陈德维	I4554
陈独秀	I4555
陈若仪	I4556
限制进口	I4557
陕甘革命根据地	I4558
陶宗仪	I4559
陶弘景	I4560
隋朝	I4561
随机过程（概率术语）	I4562
隶属于	I4563
难以捉摸（难以捉摸）	I4564
难经	I4565
雅典（希腊首都）	I4566
雅各布·布莱克	I4567
雅鲁藏布江（藏南大河）	I4568
集会自由	I4569
集体行动理论	I4570
集成开发环境	I4571
集约农业	I4572
集装箱	I4573
雕刻	I4574
雕版印刷	I4575
雨果·格劳秀斯	I4576
雨果奖	I4577
雨果（美国2011年马丁·斯科塞斯执导剧情片）	I4578
雪峰山脉	I4579
雪顿节	I4580
雷伯	I4581
雷州半岛	I4582
雷格（日本同人漫画作品《龙珠新时代》中的角色）	I4583
雷蒙德·卡特尔	I4584
雷达（全球杀虫品牌）	I4585
需求定律	I4586
需求曲线	I4587
需求理论	I4588
霍克海默	I4589
霍布豪斯	I4590
露天剧场	I4591
青少年（按年龄划分的社会群体）	I4592
青岛港	I4593
青岛（山东省副省级城市）	I4594
青春期（人体生长发育第二高峰期）	I4595
青海湖（青海省青海湖）	I4596
青海（中华人民共和国省级行政区）	I4597
青藏高原（亚洲内陆高原）	I4598
青铜（铜锡合金）	I4599
静力平衡	I4600
静止状态	I4601
静脉注射（医疗方法）	I4602
非常人贩第一季	I4603
非政府组织	I4604
非欧几里得几何	I4605
非洲（世界七大洲之一）	I4606
非理性主义	I4607
非科学	I4608
非线性光学	I4609
非线性方程	I4610
非营利性组织	I4611
非金属矿产	I4612
面向对象	I4613
面向对象技术	I4614
面向对象的程序设计	I4615
面向对象程序设计（一种计算机编程架构）	I4616
面向对象语言	I4617
面相	I4618
革命精神	I4619
韦克斯勒	I4620
韦特墨	I4621
韩东君	I4622
韩医学	I4623
韩国（大韩民国）	I4624
韩愈（唐代杰出的文学家、思想家、哲学家、政治家）	I4625
韩非（动画《秦时明月》系列及《天行九歌》中角色）	I4626
音乐产业	I4627
音乐元素	I4628
音乐剧（词语解释）	I4629
音乐学（专业术语）	I4630
音乐教育	I4631
音乐文化	I4632
音乐符号（音乐符号）	I4633
音乐类型	I4634
音乐（抽象艺术）	I4635
音域	I4636
音效	I4637
音符（记录不同长短音的符号）	I4638
音色	I4639
音节	I4640
音质	I4641
音轨	I4642
音阶	I4643
音高	I4644
顺势疗法	I4645
预处理器	I4646
预算收入	I4647
预算线	I4648
预编译	I4649
预防医学（预防医学专业）	I4650
颅囟经	I4651
领事馆	I4652
领土主权	I4653
颐和园（中国清朝时期皇家园林）	I4654
额外维度	I4655
风力发电	I4656
风压	I4657
风热	I4658
风琴	I4659
风能	I4660
风险厌恶	I4661
飞机制造	I4662
飞机（交通工具）	I4663
飞行模拟器（模拟装置）	I4664
食品化学（化学工业出版社出版图书）	I4665
食品安全标准	I4666
食品安全（汉语新词）	I4667
食罪人	I4668
饥荒（2013年klei entertainment出品单机游戏）	I4669
饮食	I4670
饮食习惯	I4671
首都（国家中枢城市）	I4672
香港中医药管理委员会	I4673
香港中文大学	I4674
香港中文大学法律学院	I4675
香港回归	I4676
香港国际机场	I4677
香港城市大学	I4678
香港大学	I4679
香港岛	I4680
香港特别行政区政府	I4681
香港科技大学	I4682
香港（中华人民共和国特别行政区）	I4683
香港（中华人民共和国香港特别行政区）	I4684
香荚兰	I4685
香药	I4686
香药（香料药物的简称）	I4687
香蕉（芭蕉科芭蕉属植物）	I4688
马丁·海德格尔	I4689
马克·霍顿	I4690
马克思主义	I4691
马克思主义和民族问题	I4692
马克思主义哲学（哲学分支）	I4693
马克思主义政治经济学（2003年人民大学出版社出版图书）	I4694
马克思主义法学	I4695
马克思主义社会学	I4696
马克思列宁主义	I4697
马克斯·韦伯	I4698
马兜铃	I4699
马兜铃（植物）	I4700
马勒伯朗士	I4701
马斯洛	I4702
马斯洛需求层次理论	I4703
马斯特里赫特	I4704
马来西亚	I4705
马科斯（英国跑车品牌）	I4706
马赫迪思想	I4707
驱动程序	I4708
驱动（计算机软件术语）	I4709
驼鹿	I4710
骇客（拥有高超计算机技术的人）	I4711
高中（高级中学简称）	I4712
高丽（朝鲜半岛历史政权）	I4713
高原（窦唯第二任妻子）	I4714
高句丽（古国名）	I4715
高尔吉亚	I4716
高尔基体	I4717
高层建筑（楼层定义）	I4718
高山气候区	I4719
高山（中国诗歌学会会员）	I4720
高山（美国户外运动品牌）	I4721
高度自治	I4722
高德菲·哈罗德·哈代	I4723
高斯（物理学中的单位）	I4724
高明（著名国家一级演员）	I4725
高温超导	I4726
高空天气图	I4727
高端市场	I4728
高等教育机构	I4729
高能物理学	I4730
高行健	I4731
高超音速飞行器	I4732
高速公路	I4733
高铁技术	I4734
魅惑魔女（魔兽争霸3：冰封王座中英雄）	I4735
魔幻现实主义	I4736
魔法（传说中的神秘力量）	I4737
鲁迅（文学家、思想家）	I4738
鲁道夫·阿恩海姆	I4739
鲁隐公	I4740
鸟巢（鸟类筑建的供栖息的地方）	I4741
鸭绿江（河流名称）	I4742
鸽子（鸠鸽科鸽属鸟类统称）	I4743
鹖冠子	I4744
麻沸散	I4745
麻省理工学院	I4746
黄山（香烟品牌）	I4747
黄岩岛	I4748
黄帝	I4749
黄帝内经（医史文献）	I4750
黄帝外经（医学书籍）	I4751
黄帝战蚩尤（神话历史故事）	I4752
黄帝（华夏部落首领）	I4753
黄昭堂	I4754
黄梅戏（中国五大戏曲剧种之一）	I4755
黄河流域	I4756
黄河（中国第二长河）	I4757
黄油（牛奶加工出来的产物）	I4758
黄海（中华人民共和国管辖海域）	I4759
黄疸	I4760
黄金时期（中国历史上的十大黄金时期）	I4761
黄金（贵金属）	I4762
黄阅	I4763
黎曼猜想	I4764
黑体辐射	I4765
黑匣子（飞机或车辆电子设备）	I4766
黑客（泛指擅长it技术的人群、计算机科学家）	I4767
黑崎一护	I4768
黑格尔主义	I4769
黑洞（汉语词汇）	I4770
黑洞（特殊天体）	I4771
黑猩猩（灵长目人科人亚科人族黑猩猩属动物）	I4772
黑白电影（周扬演唱歌曲）	I4773
黑瞎子岛	I4774
黑龙江（中华人民共和国省级行政区）	I4775
黑龙江（亚洲东北部流经蒙古、中国、俄罗斯的河流）	I4776
鼓浪屿（厦门境内第三大岛）	I4777
齐国（周朝诸侯国）	I4778
齐曼	I4779
齐格飞（《fate》系列中登场的从者）	I4780
齐民要术	I4781
齐美尔	I4782
